gameId,playId,event,down,yardsToGo,playDirection,absoluteYardlineNumber,playResult,togo,x,y,firstdown
2018110407,3138,ball_snap,3,3,right,38,0,short,37.38,29.65,0
2018110407,3138,pass_outcome_incomplete,3,3,right,38,0,short,49.91,59.54,0
2018110409,4034,ball_snap,2,2,left,60,0,short,60.53,23.95,0
2018110409,4034,pass_outcome_incomplete,2,2,left,60,0,short,56.28,-3.88,0
2018110409,4060,ball_snap,3,2,left,60,0,short,59.41,23.95,0
2018110409,4060,pass_outcome_incomplete,3,2,left,60,0,short,28.55,52.31,0
2018110409,4099,ball_snap,4,2,left,60,0,short,60.2,23.71,0
2018110409,4099,pass_outcome_incomplete,4,2,left,60,0,short,51.08,41.51,0
2018110410,265,ball_snap,2,3,right,98,2,short,96.57,29.68,0
2018110410,1760,ball_snap,1,2,right,108,0,short,107,26.19,0
2018110410,1760,pass_outcome_incomplete,1,2,right,108,0,short,113.4,53.25,0
2018110410,1789,ball_snap,2,2,right,108,0,short,107.7,26.12,0
2018110410,1789,pass_outcome_incomplete,2,2,right,108,0,short,108.68,-5.76,0
2018110410,2962,ball_snap,3,1,right,109,0,short,109.27,29.93,0
2018110410,2962,pass_outcome_incomplete,3,1,right,109,0,short,107.28,4.45,0
2018110410,3001,ball_snap,4,1,right,109,0,short,109.25,29.9,0
2018110410,3001,pass_outcome_incomplete,4,1,right,109,0,short,114.24,47.65,0
2018110410,3278,ball_snap,3,3,right,59,0,short,58.82,23.87,0
2018110410,3278,pass_outcome_incomplete,3,3,right,59,0,short,76.08,12.51,0
2018110800,1322,ball_snap,2,3,left,63,-1,short,63.48,28.86,0
2018111105,383,ball_snap,2,1,left,30,0,short,30.05,29.88,0
2018111105,383,pass_outcome_incomplete,2,1,left,30,0,short,17.31,42.08,0
2018111106,1117,ball_snap,3,2,left,77,0,short,78.12,29.9,0
2018111106,1117,pass_outcome_incomplete,3,2,left,77,0,short,59.01,51.59,0
2018111104,1460,ball_snap,2,3,left,78,0,short,78.8,24.95,0
2018111104,1460,pass_outcome_incomplete,2,3,left,78,0,short,74.86,42.63,0
2018111101,1682,ball_snap,1,1,left,11,0,short,11.99,29.85,0
2018111101,1682,pass_outcome_incomplete,1,1,left,11,0,short,-1.29,36.48,0
2018111105,1849,ball_snap,2,3,left,66,-8,short,67.01,29.82,0
2018111101,2274,ball_snap,3,1,left,21,0,short,21.54,29.58,0
2018111101,2274,pass_outcome_incomplete,3,1,left,21,0,short,21.51,40.71,0
2018111104,2348,ball_snap,2,1,left,47,0,short,48.39,25.74,0
2018111101,2591,ball_snap,2,2,left,12,1,short,12.4,26.52,0
2018111107,2617,ball_snap,2,1,left,48,-8,short,48.01,23.84,0
2018111102,2968,ball_snap,4,1,left,11,0,short,11.1,23.78,0
2018111102,2968,pass_outcome_incomplete,4,1,left,11,0,short,-1.54,21.64,0
2018111102,3222,ball_snap,2,3,left,57,0,short,57.18,23.62,0
2018111102,3222,pass_outcome_incomplete,2,3,left,57,0,short,50.6,1.42,0
2018111108,3219,ball_snap,3,2,left,69,-7,short,69.34,23.77,0
2018111102,3344,ball_snap,1,1,left,11,0,short,10.37,23.92,0
2018111102,3344,pass_outcome_incomplete,1,1,left,11,0,short,3.98,53.62,0
2018111106,3070,ball_snap,3,1,left,61,-8,short,62.24,23.81,0
2018111102,3367,ball_snap,2,1,left,11,0,short,12.42,23.63,0
2018111102,3367,pass_outcome_incomplete,2,1,left,11,0,short,5.79,56,0
2018111102,3862,ball_snap,4,3,left,42,-17,short,43.24,29.7,0
2018111107,3670,ball_snap,1,2,left,12,0,short,12.78,23.68,0
2018111107,3670,pass_outcome_incomplete,1,2,left,12,0,short,2.13,22.88,0
2018111107,3692,ball_snap,2,2,left,12,-5,short,13.25,23.75,0
2018111109,360,ball_snap,4,1,right,109,0,short,109.05,30.3,0
2018111109,538,ball_snap,2,2,right,71,0,short,70.69,23.97,0
2018111109,538,pass_outcome_incomplete,2,2,right,71,0,short,73.26,33.61,0
2018111110,1144,ball_snap,2,1,right,40,0,short,40.12,29.62,0
2018111110,1144,pass_outcome_incomplete,2,1,right,40,0,short,67.07,10.06,0
2018111103,1404,ball_snap,3,2,left,59,0,short,60,26.23,0
2018111103,1404,pass_outcome_incomplete,3,2,left,59,0,short,59.7,56.61,0
2018111103,1442,ball_snap,4,2,left,59,-6,short,59.61,26.69,0
2018111103,1829,ball_snap,3,2,left,43,-11,short,43.64,24.4,0
2018111109,2403,ball_snap,3,2,left,67,0,short,67.96,30.35,0
2018111109,2403,pass_outcome_incomplete,3,2,left,67,0,short,58.95,45.36,0
2018111103,2459,ball_snap,2,2,right,58,0,short,57.79,23.69,0
2018111103,2459,pass_outcome_incomplete,2,2,right,58,0,short,75.48,56.83,0
2018111110,2669,ball_snap,2,3,left,78,0,short,78.03,23.99,0
2018111110,2669,pass_outcome_incomplete,2,3,left,78,0,short,78.68,47.66,0
2018111103,2939,ball_snap,2,2,left,44,0,short,43.94,29.24,0
2018111103,2939,pass_outcome_incomplete,2,2,left,44,0,short,40.31,17.27,0
2018111103,2965,ball_snap,3,2,left,44,0,short,44.31,29.83,0
2018111103,2965,pass_outcome_incomplete,3,2,left,44,0,short,38.42,18.59,0
2018111103,3244,ball_snap,3,3,left,59,0,short,59.1,29.81,0
2018111103,3244,pass_outcome_incomplete,3,3,left,59,0,short,58.21,19.76,0
2018111110,3449,ball_snap,3,3,left,78,-23,short,78.45,29.74,0
2018111103,3491,ball_snap,3,2,right,43,1,short,42.4,23.9,0
2018111111,1053,ball_snap,3,1,left,30,0,short,30.47,23.73,0
2018111111,1053,pass_outcome_incomplete,3,1,left,30,0,short,27.27,7.62,0
2018111111,1175,ball_snap,3,2,right,41,0,short,40.73,29.97,0
2018111111,1175,pass_outcome_incomplete,3,2,right,41,0,short,43.95,0.8,0
2018111111,3210,ball_snap,2,2,left,12,1,short,12.36,23.8,0
2018111111,3656,ball_snap,3,2,left,40,-5,short,40.7,29.92,0
2018111200,1245,ball_snap,3,3,right,52,0,short,51.86,23.71,0
2018111200,1245,pass_outcome_incomplete,3,3,right,52,0,short,65.74,5.42,0
2018111200,2880,ball_snap,3,3,left,23,0,short,23.05,23.9,0
2018111200,2880,pass_outcome_incomplete,3,3,left,23,0,short,10.5,43.45,0
2018111200,3143,ball_snap,3,3,right,63,0,short,61.85,26.82,0
2018111200,3143,pass_outcome_incomplete,3,3,right,63,0,short,65.84,21.42,0
2018111500,369,ball_snap,3,3,right,81,0,short,80.82,29.73,0
2018111500,369,pass_outcome_incomplete,3,3,right,81,0,short,82,1.04,0
2018111500,1194,ball_snap,2,1,right,57,0,short,56.27,29.78,0
2018111500,2126,ball_snap,2,1,right,53,-7,short,52.46,23.77,0
2018111500,2558,ball_snap,3,2,left,92,-11,short,92.72,30.19,0
2018111500,2876,ball_snap,3,3,right,67,-6,short,66.51,23.66,0
2018111500,3782,ball_snap,3,2,left,77,0,short,76.93,23.56,0
2018111500,3782,pass_outcome_incomplete,3,2,left,77,0,short,77.19,39.82,0
2018111806,351,ball_snap,3,3,right,105,0,short,104.81,23.82,0
2018111806,351,pass_outcome_incomplete,3,3,right,105,0,short,121.04,54.96,0
2018111810,359,ball_snap,3,1,right,39,0,short,37.24,24.82,0
2018111810,359,pass_outcome_incomplete,3,1,right,39,0,short,41.05,19.3,0
2018111800,660,ball_snap,3,3,right,107,0,short,106.04,23.83,0
2018111800,660,pass_outcome_incomplete,3,3,right,107,0,short,121.57,9.47,0
2018111803,1067,ball_snap,3,2,right,32,0,short,30.05,30.08,0
2018111803,1067,pass_outcome_incomplete,3,2,right,32,0,short,70.23,48.81,0
2018111801,1140,ball_snap,2,2,right,NA,1,short,107.36,26.11,0
2018111801,1140,pass_outcome_incomplete,2,2,right,NA,1,short,121.53,57.03,0
2018111801,1445,ball_snap,2,2,left,37,-5,short,37.16,23.85,0
2018111806,1470,ball_snap,2,1,right,59,0,short,59.04,29.72,0
2018111806,1470,pass_outcome_incomplete,2,1,right,59,0,short,80.96,51.86,0
2018111805,1601,ball_snap,3,2,left,47,0,short,46.84,29.92,0
2018111805,1601,pass_outcome_incomplete,3,2,left,47,0,short,23.49,50.11,0
2018111804,1945,ball_snap,2,1,left,53,-2,short,55.06,29.59,0
2018111810,2125,ball_snap,2,3,right,64,0,short,63.59,30.09,0
2018111810,2147,ball_snap,3,3,right,64,0,short,63.06,29.84,0
2018111810,2147,pass_outcome_incomplete,3,3,right,64,0,short,99.25,56.02,0
2018111810,2186,ball_snap,4,3,right,64,1,short,63.75,29.87,0
2018111803,2209,ball_snap,3,2,right,106,-12,short,105.31,28.15,0
2018111805,2295,ball_snap,2,2,right,78,0,short,77.66,29.82,0
2018111804,2470,ball_snap,3,3,right,56,0,short,55.33,29.51,0
2018111800,2996,ball_snap,3,2,right,107,0,short,105.57,29.8,0
2018111800,2996,pass_outcome_incomplete,3,2,right,107,0,short,109.93,35.37,0
2018111806,3284,ball_snap,3,1,right,64,0,short,64.6,24.13,0
2018111806,3284,pass_outcome_incomplete,3,1,right,64,0,short,87.97,52.32,0
2018111810,3807,ball_snap,2,1,right,93,0,short,92.43,29.77,0
2018111810,3807,pass_outcome_incomplete,2,1,right,93,0,short,118.03,12.08,0
2018111801,4103,ball_snap,2,3,right,47,0,short,46.68,24.1,0
2018111801,4103,pass_outcome_incomplete,2,3,right,47,0,short,76.57,53.58,0
2018111801,4125,ball_snap,3,3,right,47,0,short,46.79,24.03,0
2018111801,4125,pass_outcome_incomplete,3,3,right,47,0,short,61.63,54.4,0
2018111806,4248,ball_snap,2,1,right,54,0,short,54.4,29.4,0
2018111801,4164,ball_snap,4,3,right,47,0,short,46.79,24.03,0
2018111801,4164,pass_outcome_incomplete,4,3,right,47,0,short,54.32,5.04,0
2018111810,4180,ball_snap,1,2,right,108,0,short,107.33,30.17,0
2018111807,73,ball_snap,2,1,left,76,0,short,76.69,29.41,0
2018111810,4252,ball_snap,1,1,right,NA,0,short,108.82,29.91,0
2018111810,4252,pass_outcome_incomplete,1,1,right,NA,0,short,121.05,-0.09,0
2018111808,665,ball_snap,3,2,left,78,0,short,79.14,24.14,0
2018111808,665,pass_outcome_incomplete,3,2,left,78,0,short,65.42,58.46,0
2018111807,841,ball_snap,3,2,right,39,0,short,38.26,29.78,0
2018111807,841,pass_outcome_incomplete,3,2,right,39,0,short,55.75,54.34,0
2018111809,731,ball_snap,2,3,left,13,0,short,13.96,23.74,0
2018111809,731,pass_outcome_incomplete,2,3,left,13,0,short,-3.03,50.28,0
2018111808,1973,ball_snap,3,3,right,70,0,short,69.76,23.76,0
2018111808,1973,pass_outcome_incomplete,3,3,right,70,0,short,78.37,-0.97,0
2018111808,2066,ball_snap,2,2,left,93,-3,short,93.38,23.82,0
2018111809,1666,ball_snap,3,3,left,56,-10,short,55.16,29.78,0
2018111809,2102,ball_snap,2,3,left,96,-3,short,95.56,29.89,0
2018111808,2646,ball_snap,3,2,left,77,0,short,78.15,29.76,0
2018111808,2646,pass_outcome_incomplete,3,2,left,77,0,short,63.87,39.67,0
2018111807,2872,ball_snap,2,3,right,107,2,short,107.43,24.27,0
2018111808,3063,ball_snap,3,1,right,45,0,short,44.87,27.29,0
2018111808,3063,pass_outcome_incomplete,3,1,right,45,0,short,51.42,36.75,0
2018111809,2709,ball_snap,3,3,left,NA,2,short,12.81,29.99,0
2018111809,2709,pass_outcome_incomplete,3,3,left,NA,2,short,19.45,50.21,0
2018111809,3374,ball_snap,4,1,left,76,0,short,76.06,29.88,0
2018111809,3374,pass_outcome_incomplete,4,1,left,76,0,short,71.38,18.17,0
2018111809,3645,ball_snap,2,3,left,78,0,short,79.28,23.64,0
2018111809,3645,pass_outcome_incomplete,2,3,left,78,0,short,75.71,29.58,0
2018111802,2823,ball_snap,3,1,left,32,0,short,31.9,23.73,0
2018111802,2823,pass_outcome_incomplete,3,1,left,32,0,short,14.07,6.77,0
2018111802,3202,ball_snap,3,2,right,100,-8,short,99.41,29.75,0
2018111802,3418,ball_snap,3,3,left,54,0,short,54.41,28.1,0
2018111802,3418,pass_outcome_incomplete,3,3,left,54,0,short,51.34,48.25,0
2018111900,4584,ball_snap,3,3,left,78,0,short,77.85,29.57,0
2018111900,4584,pass_outcome_incomplete,3,3,left,78,0,short,71.7,23.01,0
2018112200,768,ball_snap,3,1,right,35,0,short,35.14,24.06,0
2018112200,768,pass_outcome_incomplete,3,1,right,35,0,short,38.58,49.58,0
2018112200,944,ball_snap,3,3,right,68,-18,short,67.42,23.77,0
2018112200,2146,ball_snap,4,1,left,65,-7,short,66.98,23.79,0
2018112200,2676,ball_snap,2,2,left,56,0,short,56.66,29.83,0
2018112200,3522,ball_snap,3,1,left,12,0,short,13.9,24.46,0
2018112200,3522,pass_outcome_incomplete,3,1,left,12,0,short,-6.3,17.83,0
2018112201,385,ball_snap,3,1,right,44,-5,short,43.66,23.58,0
2018112201,2985,ball_snap,2,1,right,44,0,short,42.75,29.38,0
2018112201,3333,ball_snap,1,1,left,11,0,short,12.26,29.82,0
2018112201,3333,pass_outcome_incomplete,1,1,left,11,0,short,0.86,50.44,0
2018112201,4200,ball_snap,3,3,left,23,0,short,23.08,29.57,0
2018112201,4200,pass_outcome_incomplete,3,3,left,23,0,short,20.07,27.94,0
2018112202,490,ball_snap,3,2,right,107,-10,short,106.65,29.92,0
2018112202,1223,ball_snap,3,2,right,106,0,short,105.6,23.85,0
2018112202,1223,pass_outcome_incomplete,3,2,right,106,0,short,107.74,36.52,0
2018112202,2088,ball_snap,4,2,right,58,0,short,56.59,23.76,0
2018112202,2088,pass_outcome_incomplete,4,2,right,58,0,short,61.92,36.63,0
2018112202,2705,ball_snap,3,2,right,57,0,short,56.1,23.76,0
2018112202,2705,pass_outcome_incomplete,3,2,right,57,0,short,95.65,53.21,0
2018112202,2835,ball_snap,1,2,right,108,0,short,107.83,29.83,0
2018112202,2835,pass_outcome_incomplete,1,2,right,108,0,short,121.78,6.89,0
2018112202,2861,ball_snap,2,2,right,108,0,short,106.93,30.22,0
2018112202,2861,pass_outcome_incomplete,2,2,right,108,0,short,109.82,19.42,0
2018112202,3036,ball_snap,3,3,right,54,0,short,54.01,27.5,0
2018112202,3036,pass_outcome_incomplete,3,3,right,54,0,short,70.18,4.54,0
2018112202,3112,ball_snap,2,1,left,91,0,short,91.07,28.68,0
2018112202,3112,pass_outcome_incomplete,2,1,left,91,0,short,74.07,1.7,0
2018112202,3794,ball_snap,3,2,right,20,0,short,18.71,29.4,0
2018112202,3794,pass_outcome_incomplete,3,2,right,20,0,short,44.95,3.54,0
2018112501,358,ball_snap,3,1,right,40,0,short,40.07,29.85,0
2018112505,801,ball_snap,3,2,right,NA,-10,short,85.66,23.84,0
2018112505,801,pass_outcome_incomplete,3,2,right,NA,-10,short,100.36,6.26,0
2018112505,994,ball_snap,3,3,right,68,0,short,67.07,23.72,0
2018112505,994,pass_outcome_incomplete,3,3,right,68,0,short,97.4,54.9,0
2018112503,1519,ball_snap,2,1,left,NA,0,short,31.81,23.9,0
2018112503,1519,pass_outcome_incomplete,2,1,left,NA,0,short,4.14,52.08,0
2018112502,3308,ball_snap,2,2,left,12,0,short,12.27,28.38,0
2018112502,3308,pass_outcome_incomplete,2,2,left,12,0,short,2.49,48.42,0
2018112505,3633,ball_snap,2,3,right,42,-3,short,41.29,23.88,0
2018112502,3532,ball_snap,3,3,right,75,0,short,72.59,23.99,0
2018112502,3532,pass_outcome_incomplete,3,3,right,75,0,short,98.14,52.7,0
2018112505,3937,ball_snap,2,3,right,78,0,short,77.01,23.78,0
2018112505,3937,pass_outcome_incomplete,2,3,right,78,0,short,79.42,-0.52,0
2018112503,3646,ball_snap,3,3,right,34,0,short,32.22,23.84,0
2018112503,3646,pass_outcome_incomplete,3,3,right,34,0,short,52.93,43.95,0
2018112505,4105,ball_snap,3,2,right,106,0,short,105.48,29.68,0
2018112505,4105,pass_outcome_incomplete,3,2,right,106,0,short,113.58,-0.55,0
2018112505,4127,ball_snap,4,2,right,106,0,short,105.39,29.43,0
2018112505,4127,pass_outcome_incomplete,4,2,right,106,0,short,111.89,5.33,0
2018112503,3788,ball_snap,3,3,left,49,2,short,50.23,23.73,0
2018112509,807,ball_snap,2,1,left,57,0,short,56.93,24.1,0
2018112509,807,pass_outcome_incomplete,2,1,left,57,0,short,47.77,50.1,0
2018112508,1163,ball_snap,3,3,right,82,0,short,80.97,23.9,0
2018112508,1163,pass_outcome_incomplete,3,3,right,82,0,short,83.07,5.15,0
2018112509,1165,ball_snap,2,3,left,NA,-10,short,58.47,29.97,0
2018112509,1165,pass_outcome_incomplete,2,3,left,NA,-10,short,53.1,59.77,0
2018112509,2044,ball_snap,2,2,right,108,0,short,107.03,29.77,0
2018112509,2044,pass_outcome_incomplete,2,2,right,108,0,short,116.7,28.83,0
2018112509,2083,ball_snap,3,2,right,108,0,short,107.9,30,0
2018112504,2290,ball_snap,3,2,left,77,0,short,77.36,23.6,0
2018112504,2290,pass_outcome_incomplete,3,2,left,77,0,short,63.31,0.34,0
2018112504,2552,ball_snap,3,3,right,99,0,short,97.85,23.39,0
2018112504,2552,pass_outcome_incomplete,3,3,right,99,0,short,108.87,44.82,0
2018112509,2776,ball_snap,3,3,left,57,0,short,57.5,29.93,0
2018112509,4232,ball_snap,1,3,right,107,0,short,106.03,30,0
2018112509,4232,pass_outcome_incomplete,1,3,right,107,0,short,118.23,1.47,0
2018112509,4276,ball_snap,3,2,right,108,0,short,107.3,30.33,0
2018112510,3550,ball_snap,4,2,right,103,0,short,102.86,23.8,0
2018112510,3550,pass_outcome_incomplete,4,2,right,103,0,short,102.65,24.54,0
2018112510,3647,ball_snap,2,1,left,66,-9,short,66.13,27.8,0
2018112510,3733,ball_snap,2,1,left,30,0,short,30.99,29.79,0
2018112510,3733,pass_outcome_incomplete,2,1,left,30,0,short,29.09,8.94,0
2018112510,3755,ball_snap,3,1,left,30,0,short,30.22,29.7,0
2018112510,3755,pass_outcome_incomplete,3,1,left,30,0,short,6.67,5.19,0
2018112600,303,ball_snap,3,2,right,43,-11,short,42.82,29.59,0
2018112600,2751,ball_snap,3,3,left,90,-8,short,89.85,30.17,0
2018120202,212,ball_snap,3,3,left,57,0,short,57.66,29.85,0
2018120202,212,pass_outcome_incomplete,3,3,left,57,0,short,30.31,52.1,0
2018120209,258,ball_snap,2,3,left,13,0,short,13.29,23.98,0
2018120209,258,pass_outcome_incomplete,2,3,left,13,0,short,7.55,34.41,0
2018120207,443,ball_snap,3,2,left,71,0,short,72.58,29.85,0
2018120207,443,pass_outcome_incomplete,3,2,left,71,0,short,65.95,27.38,0
2018120204,919,ball_snap,2,3,left,56,-5,short,56.32,29.77,0
2018120203,820,ball_snap,3,2,left,70,0,short,70.16,23.6,0
2018120203,820,pass_outcome_incomplete,3,2,left,70,0,short,63.99,45.4,0
2018120202,986,ball_snap,3,2,left,17,-3,short,17.79,23.72,0
2018120201,946,ball_snap,2,3,left,83,2,short,83.02,23.77,0
2018120205,1243,ball_snap,4,1,right,109,0,short,106.92,30.24,0
2018120205,1415,ball_snap,2,2,right,78,0,short,77.41,23.99,0
2018120205,1415,pass_outcome_incomplete,2,2,right,78,0,short,85.55,29.41,0
2018120204,2202,ball_snap,2,1,right,78,-4,short,76.69,23.6,0
2018120203,1918,ball_snap,2,3,left,18,-6,short,17.87,29.75,0
2018120200,2259,ball_snap,2,2,right,84,0,short,83.63,29.83,0
2018120200,2259,pass_outcome_incomplete,2,2,right,84,0,short,84.9,48.93,0
2018120205,2599,ball_snap,3,3,left,75,-8,short,75.27,24.23,0
2018120200,2642,ball_snap,3,3,left,13,0,short,14.21,29.83,0
2018120200,2642,pass_outcome_incomplete,3,3,left,13,0,short,7.37,56.22,0
2018120203,2370,ball_snap,3,2,left,82,0,short,81.99,23.86,0
2018120203,2370,pass_outcome_incomplete,3,2,left,82,0,short,76.43,39.37,0
2018120204,2954,ball_snap,3,3,right,75,0,short,74.55,29.5,0
2018120204,2954,pass_outcome_incomplete,3,3,right,75,0,short,88.71,58.38,0
2018120207,2893,ball_snap,3,1,left,11,0,short,12.13,29.61,0
2018120207,2893,pass_outcome_incomplete,3,1,left,11,0,short,12.39,52.31,0
2018120205,3431,ball_snap,3,3,left,67,0,short,66.74,24.08,0
2018120205,3431,pass_outcome_incomplete,3,3,left,67,0,short,73.95,24.22,0
2018120206,3231,ball_snap,2,3,right,94,-9,short,94.18,29.77,0
2018120200,3453,ball_snap,2,3,right,33,0,short,33.13,23.88,0
2018120200,3453,pass_outcome_incomplete,2,3,right,33,0,short,37.74,-2.79,0
2018120205,3628,ball_snap,3,3,right,50,-8,short,49.32,24.16,0
2018120205,3910,ball_snap,4,1,left,29,-9,short,29.24,24.03,0
2018120209,3908,ball_snap,2,1,left,75,0,short,76.5,29.51,0
2018120203,4023,ball_snap,3,3,right,84,0,short,83.42,26.87,0
2018120203,4023,pass_outcome_incomplete,3,3,right,84,0,short,88.52,2.53,0
2018120203,4367,ball_snap,3,1,left,41,0,short,41.39,23.77,0
2018120203,4367,pass_outcome_incomplete,3,1,left,41,0,short,-0.57,51.78,0
2018120212,1252,ball_snap,3,1,right,109,0,short,108.24,23.83,0
2018120212,1252,pass_outcome_incomplete,3,1,right,109,0,short,108.09,41.14,0
2018120211,2644,ball_snap,3,2,right,42,0,short,41.64,29.77,0
2018120211,3036,ball_snap,2,3,right,60,0,short,60.21,23.88,0
2018120211,3036,pass_outcome_incomplete,2,3,right,60,0,short,110.45,18.28,0
2018120211,3058,ball_snap,3,3,right,60,0,short,59.01,23.68,0
2018120211,3058,pass_outcome_incomplete,3,3,right,60,0,short,89.49,53.06,0
2018120211,3490,ball_snap,3,2,left,77,-4,short,78.13,29.77,0
2018120210,3823,ball_snap,2,3,left,95,-6,short,95.35,30.2,0
2018120211,3714,ball_snap,3,2,left,77,0,short,77.58,29.7,0
2018120211,3714,pass_outcome_incomplete,3,2,left,77,0,short,67.73,27.88,0
2018120213,3629,ball_snap,1,1,left,11,-16,short,11.71,23.44,0
2018120210,4427,ball_snap,2,2,left,12,0,short,12.63,29.99,0
2018120210,4427,pass_outcome_incomplete,2,2,left,12,0,short,14.3,39.62,0
2018120213,3816,ball_snap,2,3,right,54,0,short,53.31,29.76,0
2018120213,3816,pass_outcome_incomplete,2,3,right,54,0,short,52.26,29.32,0
2018120213,3952,ball_snap,3,3,right,105,0,short,103.93,23.73,0
2018120212,4231,ball_snap,2,1,right,39,0,short,39.5,23.52,0
2018120208,1543,ball_snap,3,3,right,34,0,short,34.14,23.89,0
2018120208,1543,pass_outcome_incomplete,3,3,right,34,0,short,23.03,22.46,0
2018120300,1446,ball_snap,1,2,right,108,0,short,107.12,23.97,0
2018120300,1446,pass_outcome_incomplete,1,2,right,108,0,short,114.47,13.54,0
2018120300,3162,ball_snap,3,3,right,82,0,short,81.96,27.29,0
2018120300,3162,pass_outcome_incomplete,3,3,right,82,0,short,82.64,15.48,0
2018120600,1194,ball_snap,3,1,left,11,0,short,11.79,23.67,0
2018120600,1194,pass_outcome_incomplete,3,1,left,11,0,short,6.52,42.29,0
2018120600,1421,ball_snap,2,3,left,57,-3,short,58.04,23.71,0
2018120600,1560,ball_snap,3,3,right,23,0,short,21.99,23.61,0
2018120600,3468,ball_snap,3,3,right,35,0,short,34.71,23.86,0
2018120600,3468,pass_outcome_incomplete,3,3,right,35,0,short,49.33,-1.23,0
2018120600,3490,ball_snap,4,3,right,35,0,short,33.2,23.71,0
2018120600,3490,pass_outcome_incomplete,4,3,right,35,0,short,69.85,51.02,0
2018120600,3694,ball_snap,4,3,left,13,0,short,13.2,23.65,0
2018120600,3694,pass_outcome_incomplete,4,3,left,13,0,short,0.21,50.62,0
2018120903,446,ball_snap,2,2,right,55,0,short,54.75,25.88,0
2018120903,446,pass_outcome_incomplete,2,2,right,55,0,short,62.84,-3.63,0
2018120904,522,ball_snap,3,2,left,61,0,short,61,26.37,0
2018120904,522,pass_outcome_incomplete,3,2,left,61,0,short,52.63,53.85,0
2018120908,830,ball_snap,3,3,right,67,-8,short,66.84,29.7,0
2018120906,858,ball_snap,2,3,right,107,1,short,103.05,26.94,0
2018120904,1119,ball_snap,3,3,left,78,0,short,78.09,23.64,0
2018120904,1119,pass_outcome_incomplete,3,3,left,78,0,short,67.6,12.25,0
2018120904,1235,ball_snap,2,3,left,56,0,short,56.01,29.67,0
2018120904,1235,pass_outcome_incomplete,2,3,left,56,0,short,11.29,5.08,0
2018120900,1329,ball_snap,3,3,left,13,0,short,13.13,29.52,0
2018120900,1329,pass_outcome_incomplete,3,3,left,13,0,short,-2.69,36.02,0
2018120908,1322,ball_snap,2,3,left,13,-14,short,13.19,30.05,0
2018120907,1327,ball_snap,3,3,right,98,0,short,96.7,25.44,0
2018120907,1327,pass_outcome_incomplete,3,3,right,98,0,short,117.01,-0.63,0
2018120900,1572,ball_snap,3,3,right,97,0,short,96.89,23.89,0
2018120900,1572,pass_outcome_incomplete,3,3,right,97,0,short,118,-2.22,0
2018120903,2113,ball_snap,3,1,left,37,-3,short,37.17,23.82,0
2018120906,2152,ball_snap,1,2,right,108,0,short,105.33,23.82,0
2018120906,2152,pass_outcome_incomplete,1,2,right,108,0,short,120.17,-2.63,0
2018120906,2174,ball_snap,2,2,right,108,0,short,107.5,23.85,0
2018120906,2174,pass_outcome_incomplete,2,2,right,108,0,short,118.96,44.67,0
2018120906,2213,ball_snap,3,2,right,108,-7,short,107.9,23.8,0
2018120903,2545,ball_snap,3,2,left,76,-9,short,75.7,29.58,0
2018120907,2581,ball_snap,2,3,right,51,0,short,50.65,29.69,0
2018120907,2581,pass_outcome_incomplete,2,3,right,51,0,short,63.76,19.93,0
2018120907,2616,ball_snap,3,3,right,51,0,short,49.63,29.52,0
2018120907,2616,pass_outcome_incomplete,3,3,right,51,0,short,71.82,32.81,0
2018120900,3078,ball_snap,3,3,left,65,0,short,64.94,23.89,0
2018120908,3047,ball_snap,3,2,right,88,0,short,87.66,23.82,0
2018120900,3078,pass_outcome_incomplete,3,3,left,65,0,short,44.79,49.94,0
2018120908,3047,pass_outcome_incomplete,3,2,right,88,0,short,114.04,54.38,0
2018120904,3042,ball_snap,2,3,right,42,0,short,41.66,23.86,0
2018120904,3042,pass_outcome_incomplete,2,3,right,42,0,short,40.08,37.77,0
2018120904,3266,ball_snap,2,3,left,78,1,short,78.23,29.81,0
2018120906,3130,ball_snap,3,3,left,57,-7,short,57.9,23.94,0
2018120907,3151,ball_snap,3,2,right,108,1,short,107.98,23.71,0
2018120902,3126,ball_snap,2,3,left,78,0,short,78.36,29.88,0
2018120902,3126,pass_outcome_incomplete,2,3,left,78,0,short,50.82,59,0
2018120906,3342,ball_snap,3,1,left,66,-8,short,66.41,29.69,0
2018120904,3886,ball_snap,2,3,right,53,-5,short,53.23,23.47,0
2018120903,3786,ball_snap,2,1,right,81,0,short,80.1,23.79,0
2018120903,3786,pass_outcome_incomplete,2,1,right,81,0,short,117.9,54.64,0
2018120905,3972,ball_snap,3,3,left,64,-1,short,66.09,29.89,0
2018120906,3799,ball_snap,2,2,right,45,0,short,44.68,29.85,0
2018120906,3799,pass_outcome_incomplete,2,2,right,45,0,short,49.61,54.15,0
2018120900,4207,ball_snap,2,1,left,62,0,short,62.31,30.02,0
2018120900,4207,pass_outcome_incomplete,2,1,left,62,0,short,56.92,54.92,0
2018120902,3816,ball_snap,3,3,left,13,0,short,13.41,29.23,0
2018120902,3816,pass_outcome_incomplete,3,3,left,13,0,short,6.55,54.19,0
2018120902,3838,ball_snap,4,3,left,13,0,short,13.43,29.27,0
2018120902,3838,pass_outcome_incomplete,4,3,left,13,0,short,-1.83,11.85,0
2018120903,4349,ball_snap,2,1,right,75,0,short,74.04,29.67,0
